Address,City,ZIP Code,Township,Property Class Code,Neighborhood ID,Date Last Transferred,Sidewalks,Total Adj Value,Owner State,Owner ZIP Code
5328 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,500,832475183,,N,12500,IN,46033-8662,
5933 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,440500,IN,46220-2540,
5243 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,832375211,05/03/2017,N,536500,IN,46220-3052,
5325 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,832475183,,N,181300,IN,46038-0814,
5228 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,842475194,,N,170900,IN,46220-3207,
713 E 54TH ST,INDIANAPOLIS,46220-0000,0008,510,832475183,,N,205400,IN,46220-3107,
6174 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802181205,09/19/2014,N,240500,IN,46220-2348,
5872 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803075210,05/02/2018,N,260100,IN,46220-2504,
917 E 55TH ST,INDIANAPOLIS,46220-0000,0008,510,802775196,,N,140100,IN,46220-3203,
5884 FOREST LN,INDIANAPOLIS,46220-0000,0008,510,803275225,05/09/2013,N,397400,IN,46220-0000,
6415 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,802488202,11/10/2016,N,159000,IN,46220-1634,
5370 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,882475250,12/10/2009,N,193700,IN,46220-0000,
5929 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,09/13/2017,N,252600,IN,46220-2758,
6334 DAWSON LAKE DR,INDIANAPOLIS,46220-0000,0008,500,802280174,12/30/2008,N,6300,IN,46220-7110,
6315 OXBOW WA,INDIANAPOLIS,46220-0000,0008,510,802280174,05/20/2010,N,800000,IN,46220-0000,
6338 OXBOW WA,INDIANAPOLIS,46220-0000,0008,510,802280174,12/27/2017,N,672900,IN,46220-7109,
6461 OXBOW WA,INDIANAPOLIS,46220-0000,0008,510,802280174,01/17/2018,N,997900,IN,46220-7108,
6207 BREAMORE RD,INDIANAPOLIS,46220-0000,0004,510,403982139,,N,228100,IN,46220-4919,
5920 ASHURST ST,INDIANAPOLIS,46220-0000,0004,510,403982139,10/30/2012,N,207700,IN,46220-0000,
6903 N TACOMA AV,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,145900,IN,46256-1723,
6245 N RURAL ST,INDIANAPOLIS,46220-0000,0008,511,815077150,07/18/2013,N,174900,IN,46220-2211,
6467 N RURAL ST,INDIANAPOLIS,46220-0000,0008,510,802270140,,N,223600,IN,46220-2266,
6348 HARBRIDGE RD,INDIANAPOLIS,46220-0000,0004,510,403982139,,N,203100,IN,46220-4946,
6337 HARBRIDGE RD,INDIANAPOLIS,46220-0000,0004,510,403982139,12/12/2017,N,256000,IN,46220-4947,
6461 HARBRIDGE RD,INDIANAPOLIS,46220-0000,0004,510,403982139,,N,243900,IN,46220-4945,
3600 LORRAIN RD,INDIANAPOLIS,46220-0000,0008,510,801965093,,N,155500,IN,46220-5561,
6120 SHAWNEE TR N DR,INDIANAPOLIS,46220-0000,0004,511,483677088,10/27/2014,N,189800,IN,46220-5074,
6330 AVALON LN,INDIANAPOLIS,46220-0000,0004,510,435082150,03/05/2018,N,317600,IN,46220-5010,
1001 E 54TH ST,INDIANAPOLIS,46220-0000,0008,430,8430304,,N,33200,IN,46205-1072,
5783 SPRUCE KNOLL CT,INDIANAPOLIS,46220-0000,0008,510,801880102,03/16/2016,N,202900,IN,46220-6322,
5829 SPRUCE KNOLL CT,INDIANAPOLIS,46220-0000,0008,510,801880102,08/04/2015,N,173600,IN,46220-6327,
6924 ELISE CT,INDIANAPOLIS,46220-0000,0008,550,802472147,02/05/2016,N,192500,IN,46220-1132,
5633 SPINDRIFT LN,INDIANAPOLIS,46220-0000,0008,510,818480100,09/09/2008,N,165200,IN,46220-5448,
6837 BALFOUR CT,INDIANAPOLIS,46220-0000,0004,510,403582135,03/13/2012,N,234500,IN,46220-0000,
6544 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801765120,,N,306800,IN,46220-3746,
6325 HYTHE RD,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,278900,IN,46220-4214,
6930 DANEBY CI,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,298000,IN,46220-4213,
6685 CHESTER E DR,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,322700,IN,46220-3730,
4897 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,511,801969116,,N,156600,IN,46220-5346,
6494 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,297700,IN,46220-1635,
411 KESSLER BLVD EDR,INDIANAPOLIS,46220-0000,0008,510,803275225,11/02/2015,N,470700,IN,46220-2525,
6235 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,802488202,01/05/2017,N,181200,IN,46220-1873,
5265 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,802275235,05/13/2009,N,853900,IN,46220-0000,
6403 MYRTLE LN,INDIANAPOLIS,46220-0000,0004,510,435082150,,N,223200,IN,46220-5040,
6310 MONITOR LN,INDIANAPOLIS,46220-0000,0008,510,801166130,08/15/2017,N,186000,IN,46220-4562,
4954 E 56TH ST,INDIANAPOLIS,46220-0000,0008,442,8442304,07/30/2013,N,19900,IN,46220-5769,
5024 BOARDWALK PL,INDIANAPOLIS,46220-0000,0008,510,818680160,,N,287800,IN,46220-5382,
2104 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,802271150,,N,113500,IN,46220-1343,
2229 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,802271150,,N,121200,IN,46220-1342,
7011 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802271150,,N,132500,IN,46220-1259,
2007 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,802271150,,N,105600,IN,46220-1342,
5214 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802074170,,N,132300,IN,46220-3448,
5253 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802074170,,N,122000,IN,46220-0000,
5217 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802074170,06/18/2018,N,204600,IN,46220-3447,
5732 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,803174175,,N,415800,IN,46220-2537,
5723 SPRUCE KNOLL CI,INDIANAPOLIS,46220-0000,0008,510,801880102,01/21/2009,N,192800,IN,46220-0000,
5838 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,727700,IN,46220-2618,
6101 N PARK AV,INDIANAPOLIS,46220-0000,0008,520,803875200,,N,307500,IN,46033-8522,
5504 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802079190,04/18/2018,N,226200,IN,46220-3335,
5405 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802079190,10/31/2014,N,191700,IN,46220-3308,
5444 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,03/14/2018,N,162000,IN,46220-3324,
3815 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,801974195,09/05/2013,N,369100,IN,46220-0000,
816 E 57TH ST,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,282500,IN,46220-3150,
5895 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,663400,IN,46220-2540,
6450 N RURAL ST,INDIANAPOLIS,46220-0000,0008,510,802274155,11/29/2018,N,196000,IN,46220-2267,
5724 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,177900,IN,46220-2724,
5663 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,11/10/2009,N,218300,IN,46220-0000,
5430 CARVEL AV,INDIANAPOLIS,46220-0000,0008,510,802071160,12/14/2017,N,156700,IN,46220-2778,
6108 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,510,802169155,,N,177000,IN,46220-5121,
6144 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,510,802169155,11/04/2016,N,220300,IN,46220-5121,
6141 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,510,802169155,01/11/2016,N,183900,IN,46220-5120,
6011 N DEARBORN ST,INDIANAPOLIS,46220-0000,0008,510,802169155,,N,191600,IN,46220-5136,
5841 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,803275225,06/26/2018,N,244500,IN,46220-2534,
2102 E 65TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,06/09/2014,N,176500,IN,46220-2137,
5902 ERIE AV,INDIANAPOLIS,46220-0000,0008,510,801871160,,N,173200,IN,46220-5141,
5302 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,520,832375211,10/01/2008,N,307600,IN,46230-0173,
5815 N PARKER AV,INDIANAPOLIS,46220-0000,0008,510,802166150,,N,166400,IN,46220-2927,
2736 E 67TH ST,INDIANAPOLIS,46220-0000,0008,510,802271150,07/12/2018,N,168300,IN,46220-2281,
2852 E 67TH ST,INDIANAPOLIS,46220-0000,0008,510,802271150,09/10/2015,N,129100,IN,46220-2235,
2807 E 66TH ST,INDIANAPOLIS,46220-0000,0008,510,802271150,07/11/2016,N,132900,IN,46220-2230,
2707 E 66TH ST,INDIANAPOLIS,46220-0000,0008,510,802271150,,N,133400,IN,46220-2280,
6605 PARKER LN,INDIANAPOLIS,46220-0000,0008,510,802271150,04/19/2013,N,127900,IN,46220-2260,
3228 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,802266120,,N,275000,IN,46220-3702,
5753 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,803174175,08/03/2012,N,294500,IN,46220-0000,
6133 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,11/22/2017,N,251200,IN,46220-2015,
5249 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,802275235,,N,403700,IN,46220-3048,
5625 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,832975223,03/26/2018,N,457800,IN,46220-3025,
715 E 58TH ST,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,349300,IN,46077-9424,
6102 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,03/16/2016,N,219800,IN,46220-2021,
6163 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,429,8429303,,N,189200,IN,46220-1957,
5430 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803075210,09/24/2018,N,259900,IN,46220-3069,
6523 FERGUSON ST,INDIANAPOLIS,46220-0000,0008,429,8429303,,N,288700,IN,46240-2652,
5217 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,832375211,04/13/2015,N,192100,IN,46220-3140,
35 E 55TH ST,INDIANAPOLIS,46220-0000,0008,510,832575225,,N,453600,IN,46220-3001,
5420 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,447,8447307,,N,325900,IN,46220-1924,
5805 LAKELAND DR,INDIANAPOLIS,46220-0000,0004,510,403782138,,N,166900,IN,46220-4167,
6790 DEAN RD,INDIANAPOLIS,46220-0000,0008,511,815077150,11/05/2018,N,946900,IN,46220-3806,
3001 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,802069145,,N,269400,IN,46220-2945,
6511 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,510,802271150,01/14/2009,N,171500,IN,46220-2244,
6611 PARKER LN,INDIANAPOLIS,46220-0000,0008,510,802271150,,N,127700,IN,46220-2258,
5430 CRESTVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802071160,,N,153300,IN,46220-3273,
6751 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,510,801177133,12/22/2010,N,180000,IN,46220-0000,
6217 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,500,802178185,,N,13900,IN,46220-2130,
6111 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,420,8420303,,N,218900,IN,46220-0112,
6329 LANDBOROUGH S DR,INDIANAPOLIS,46220-0000,0004,510,403582135,,N,372600,IN,46220-4352,
6301 LANDBOROUGH S DR,INDIANAPOLIS,46220-0000,0004,510,403582135,10/28/2015,N,426000,IN,46220-4348,
5818 E FALL CREEK PKWY N DR,INDIANAPOLIS,46220-0000,0004,510,404182174,,N,467200,IN,46226-1051,
6205 RUCKER RD,INDIANAPOLIS,46220-0000,0008,686,890054100,,N,1012000,IN,46220-4834,
6760 SPIRIT LAKE DR,INDIANAPOLIS,46220-0000,0008,550,802272107,,N,324000,IN,46220-0000,
6760 SPIRIT LAKE DR,INDIANAPOLIS,46220-0000,0008,550,802272107,06/28/2016,N,394600,IN,46220-7124,
5349 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,802275235,,N,498000,IN,46220-3060,
5760 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,335900,IN,46220-2570,
37 E 55TH ST,INDIANAPOLIS,46220-0000,0008,510,832575225,12/12/2012,N,568400,IN,46220-0000,
6572 CORNELL AV,INDIANAPOLIS,46220-0000,0008,447,8447303,,N,403600,IN,46220-7714,
5634 HILLSIDE AV,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,156800,IN,46220-3420,
5930 GLADDEN DR,INDIANAPOLIS,46220-0000,0008,510,802470157,05/19/2015,N,403200,IN,46220-2566,
7005 DEAN RD,INDIANAPOLIS,46220-0000,0008,501,801777200,,N,8500,IN,46220-3811,
4630 E 71ST ST,INDIANAPOLIS,46220-0000,0008,511,817077170,,N,270900,IN,46220-3864,
6329 N TACOMA AV,INDIANAPOLIS,46220-0000,0008,510,802266120,09/30/2016,N,164900,IN,46220-2216,
6320 N TEMPLE AV,INDIANAPOLIS,46220-0000,0008,510,802266120,09/13/2012,N,132800,IN,46220-0000,
5545 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,802675175,08/29/2017,N,279100,IN,46220-3074,
6038 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,510,801869130,,N,132700,IN,46220-5247,
1127 CASTLE RO,INDIANAPOLIS,46220-0000,0008,510,802174175,12/14/2017,N,238100,IN,46220-3254,
1147 CASTLE RO,INDIANAPOLIS,46220-0000,0008,510,802174175,,N,299500,IN,46220-3254,
5620 CARVEL AV,INDIANAPOLIS,46220-0000,0008,510,802174175,10/26/2018,N,322600,IN,46220-3253,
6218 N PARKER AV,INDIANAPOLIS,46220-0000,0008,510,802269135,,N,190500,IN,46220-2208,
6220 NORTHERN LN,INDIANAPOLIS,46220-0000,0008,510,802269135,05/01/2018,N,152700,IN,46220-4427,
1126 CASTLE RO,INDIANAPOLIS,46220-0000,0008,510,802166150,03/28/2013,N,197800,IN,46220-3255,
6116 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,232600,IN,46220-2008,
6121 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802181205,07/25/2018,N,188900,IN,46220-2347,
6036 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,06/19/2015,N,134800,IN,46220-2354,
6321 RIVERVIEW DR,INDIANAPOLIS,46220-0000,0008,510,802478204,02/06/2015,N,253900,IN,46220-1728,
5630 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,812775225,06/14/2016,N,208300,IN,46220-3251,
5351 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,832375211,07/19/2012,N,259400,IN,46220-0000,
6136 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803975250,,N,158400,IN,46220-1942,
1640 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,802178185,10/24/2018,N,229200,IN,46220-2707,
5227 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,822475175,02/04/2014,N,241400,IN,46220-3206,
818 E 58TH ST,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,498300,IN,46220-2604,
5865 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,500,803075210,09/18/2012,N,45300,IN,46220-2509,
5547 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,812775225,05/03/2017,N,301400,IN,46220-3122,
5840 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,803275225,07/19/2011,N,424100,IN,46220-0000,
5246 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802275235,,N,514300,IN,46220-3045,
7006 CRICKLEWOOD RD,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,199600,IN,46220-4119,
6817 WESTFIELD BL,INDIANAPOLIS,46220-0000,0008,510,802266120,,N,1257000,IN,46204-0000,
2019 NORTHDALE LAKES CT,INDIANAPOLIS,46220-0000,0008,402,105,,N,471200,IN,46205-1072,
6627 FERGUSON ST,INDIANAPOLIS,46220-0000,0008,550,824372220,,N,319600,IN,46220-1150,
5401 ASHURST ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,267200,IN,46220-4828,
4926 CAVENDISH RD,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,223200,IN,46220-5372,
4828 CAVENDISH RD,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,224200,IN,46220-5386,
5439 SHOREWOOD DR,INDIANAPOLIS,46220-0000,0008,510,802069145,07/17/2012,N,438600,IN,46220-3639,
5381 SHOREWOOD DR,INDIANAPOLIS,46220-0000,0008,510,802069145,,N,306600,IN,46220-3635,
3712 E 71ST ST,INDIANAPOLIS,46220-0000,0008,510,801666145,,N,346500,IN,46220-3716,
543 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,803075210,11/17/2017,N,349700,IN,46220-3066,
7007 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,801470150,12/07/2017,N,347900,IN,46220-1069,
6556 CORNELL AV,INDIANAPOLIS,46220-0000,0008,510,871075263,,N,167600,IN,46032-0000,
6306 COLEBROOK DR,INDIANAPOLIS,46220-0000,0004,510,403382131,08/31/2016,N,222300,IN,46220-4206,
6421 HYTHE RD,INDIANAPOLIS,46220-0000,0004,510,403382131,07/17/2012,N,188800,IN,46220-4216,
6929 DANEBY CI,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,281700,IN,46220-4213,
5717 FALL CREEK RD,INDIANAPOLIS,46220-0000,0004,510,404182174,11/18/2016,N,622500,IN,46220-5024,
5827 FALL CREEK RD,INDIANAPOLIS,46220-0000,0004,510,404182174,,N,594400,IN,46220-5020,
4904 E 70TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,05/20/2011,N,200800,IN,46220-0000,
5024 E 70TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,221400,IN,46220-3834,
5015 E 70TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,07/30/2009,N,213200,IN,46220-0000,
6560 RESERVE DR,INDIANAPOLIS,46220-0000,0008,550,824472153,10/01/2018,N,263100,SC,29681-4048,
6580 RESERVE DR,INDIANAPOLIS,46220-0000,0008,550,824472153,08/06/2015,N,267600,IN,46220-1889,
6596 RESERVE DR,INDIANAPOLIS,46220-0000,0008,550,824472153,11/12/2015,N,273900,IN,46220-1889,
1117 RESERVE WA,INDIANAPOLIS,46220-0000,0008,550,824472153,09/12/2016,N,174300,IN,46220-1796,
1066 RESERVE WA,INDIANAPOLIS,46220-0000,0008,550,824472153,12/30/2016,N,274900,IN,46220-1883,
1018 RESERVE WA,INDIANAPOLIS,46220-0000,0008,550,824472153,07/03/2017,N,180500,IN,46220-1883,
1067 RESERVE WA,INDIANAPOLIS,46220-0000,0008,550,824472153,02/05/2019,N,274200,IN,46220-1884,
6400 DOVER RD,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,273900,IN,46220-4552,
6401 DOVER RD,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,291100,IN,46220-4551,
6290 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,510,801769162,08/15/2018,N,316200,IN,46220-4500,
5726 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,178400,IN,46220-2769,
7003 RALSTON AV,INDIANAPOLIS,46220-0000,0008,500,802266120,04/15/2013,N,12300,IN,46038-2916,
2163 E 67TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,148800,IN,46220-1336,
6723 HILLSIDE AV,INDIANAPOLIS,46220-0000,0008,510,802278190,11/26/2013,N,158700,IN,46220-1362,
1663 BROAD RIPPLE AV,INDIANAPOLIS,46220-0000,0008,510,802181205,10/15/2018,N,196400,IN,46220-2358,
6670 RIVERFRONT AV,INDIANAPOLIS,46220-0000,0008,501,816077165,02/12/2019,N,200,IN,46240-2997,
6512 HILLSIDE AV,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,147600,IN,46220-1412,
7050 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,801469180,12/10/2008,N,825700,IN,46220-1047,
1101 E 54TH ST,INDIANAPOLIS,46220-0000,0008,420,8420304,,N,125800,IN,46240-2561,
5535 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,501,812077120,,N,3000,IN,46220-3338,
1055 BROAD RIPPLE AV,INDIANAPOLIS,46220-0000,0008,431,8435303,,N,268900,IN,46062-6876,
5862 CARVEL AV,INDIANAPOLIS,46220-0000,0008,500,802174175,,N,4200,IN,46220-2651,
5888 CARVEL AV,INDIANAPOLIS,46220-0000,0008,510,802174175,,N,316000,IN,46220-2651,
540 E 64TH ST,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,130000,IN,46220-1680,
4780 E 55TH ST,INDIANAPOLIS,46220-0000,0008,510,801969116,01/31/2013,N,118600,IN,46217-3975,
5334 WALLACE AV,INDIANAPOLIS,46220-0000,0008,510,801969116,12/05/2013,N,192300,IN,46220-0000,
6140 N TUXEDO ST,INDIANAPOLIS,46220-0000,0008,510,801871160,,N,187300,IN,46220-5175,
2547 PARR DR,INDIANAPOLIS,46220-0000,0008,510,802274155,09/21/2018,N,144200,IN,46220-1325,
5950 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,803675215,05/05/2017,N,224200,IN,46220-2626,
1606 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,802178185,08/06/2013,N,260100,IN,46220-0000,
6167 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802181205,,N,169400,IN,46220-5414,
5364 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,832375211,,N,246500,IN,46220-3053,
4919 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,191000,IN,46220-3825,
4912 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,208100,IN,46220-3826,
5102 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,178100,IN,46220-3828,
5347 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,550,806072215,06/16/2017,N,125100,IN,46220-3172,
3742 E 55TH ST,INDIANAPOLIS,46220-0000,0008,510,801970120,,N,152000,IN,46220-5535,
5220 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,07/18/2013,N,127500,IN,46220-3304,
5368 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,06/03/2009,N,194600,IN,46220-0000,
5307 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,,N,169700,IN,46220-3321,
5260 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802079190,08/10/2012,N,123900,IN,46220-5384,
5324 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802079190,,N,153200,IN,46220-3422,
5372 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802079190,10/25/2017,N,133600,IN,46220-3424,
5939 HILLSIDE AVE E DR,INDIANAPOLIS,46220-0000,0008,510,802179190,,N,248700,IN,46220-2413,
6031 HILLSIDE AVE E DR,INDIANAPOLIS,46220-0000,0008,510,802179190,01/15/2019,N,249100,IN,46220-2415,
6018 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,841075215,09/29/2008,N,199300,IN,46220-2308,
2600 RYAN DR,INDIANAPOLIS,46220-0000,0008,510,802171170,01/28/2019,N,162300,IN,46220-2862,
5828 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,230000,IN,46220-2771,
5853 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802182100,06/26/2015,N,139700,IN,46220-2708,
2706 E 57TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,11/08/2017,N,200900,IN,46220-5826,
6650 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802278190,10/08/2009,N,113000,IN,46220-0000,
6702 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802278190,08/18/2016,N,137800,IN,46220-1254,
5347 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,550,806072215,12/27/2018,N,121000,IN,46033-3080,
5347 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,550,806072215,05/13/2019,N,122800,IN,46220-3183,
6650 PAGE BL,INDIANAPOLIS,46220-0000,0008,550,802272107,02/22/2010,N,411200,IN,46220-0000,
6640 PAGE BL,INDIANAPOLIS,46220-0000,0008,550,802272107,09/21/2017,N,411200,IN,46220-7114,
5838 N DEARBORN ST,INDIANAPOLIS,46220-0000,0008,510,802166150,,N,205300,IN,46220-5408,
6023 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802179190,07/30/2015,N,239800,IN,46220-2307,
5527 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802079190,11/07/2012,N,172800,IN,46220-0000,
1302 E 54TH ST,INDIANAPOLIS,46220-0000,0008,510,802079190,,N,189900,IN,46220-3302,
5428 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,,N,161200,IN,46220-3324,
5525 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,09/18/2018,N,197100,IN,46220-3342,
5509 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,07/29/2008,N,159700,IN,46220-3342,
4137 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,511,815577155,03/19/2019,N,136300,IN,46220-3532,
5723 BROUSE AV,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,109100,IN,46220-2869,
2311 E 58TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,124500,IN,46220-2816,
2201 E 57TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,04/27/2017,N,175400,IN,46220-3407,
5727 HILLSIDE AV,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,138200,IN,46220-2810,
1700 E 69TH ST,INDIANAPOLIS,46220-0000,0008,500,802278190,12/18/2009,N,2500,IN,46220-0000,
5907 GLADDEN DR,INDIANAPOLIS,46220-0000,0008,510,802470157,11/01/2011,N,279900,IN,46220-0000,
6612 CAROLINE AV,INDIANAPOLIS,46220-0000,0008,510,802278190,06/26/2014,N,131600,IN,46037-4222,
6512 CAROLINE AV,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,145800,IN,46220-1404,
5524 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802079190,11/05/2015,N,138900,IN,46220-3339,
5419 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802079190,03/21/2017,N,224700,IN,46220-3318,
7035 DOVER RD,INDIANAPOLIS,46220-0000,0008,511,801777200,12/28/2015,N,405200,IN,46220-3823,
6835 CREEKSIDE LN,INDIANAPOLIS,46220-0000,0004,510,403382131,01/29/2018,N,292300,IN,46220-4207,
7015 CREEKSIDE LN,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,357200,IN,46220-4211,
6904 CHALCOT CI,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,329500,IN,46220-4202,
6720 PAGE BL,INDIANAPOLIS,46220-0000,0008,550,802272107,,N,530900,IN,46220-0000,
